序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动天数,剧烈运动单日分钟数,每周剧烈MET,适度运动天数,适度运动单日分钟数,每周适度MET,步行天数,步行单日分钟数,每周步行MET,总MET,总天数,"运动强度
1轻2中3强",工作日久坐分钟数,IPAQ_8,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
948,18,2020,管理,1,2,3,3,2,3.08,2.4,2.64,2.44,2.7,2.6,2.97,0,0,0,5,30,600,7,120,2772,3372.0,12,3,480,羽毛球,4,3,3,2,2,4,4,3,4,2,3,3,3,4,3,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4,3,3,2,3,3,3,3,3,3,3
953,19,2020,工,2,2,3,3,2,2.67,2.6,2.82,2.89,2.8,2.7,3.05,0,0,0,5,30,600,0,0,0,600.0,5,1,480,慢跑,4,3,3,2,3,2,3,3,3,4,3,4,2,2,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
954,19,2020,管理,1,1,3,4,3,2.5,3.1,2.27,3.22,1.9,2.4,2.89,0,0,0,5,30,600,0,0,0,600.0,5,1,300,爬楼，,5,1,2,1,3,4,2,3,4,4,2,3,3,3,5,2,4,4,4,1,2,4,4,4,5,5,4,3,5,3,2,2,3,2,2,2,2,4,2,2,3,2,2,2,1,2,4,4,3,3,3,3,2,2,2,1,3,2,4,3,4,2
956,20,大三,工,1,1,4,3,1,1.92,2.2,1.73,2.78,2.0,2.0,2.35,0,0,0,0,0,0,7,30,693,693.0,7,2,480,羽毛球，网球,5,1,2,2,3,3,1,2,3,2,1,1,3,1,4,2,1,5,4,2,3,4,3,2,2,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,5,2,1,1,2,1,4,3,4,2,2,3,1
958,21,2019,工,1,1,2,2,1,1.08,1.0,1.18,1.0,1.1,1.0,1.21,3,30,720,7,10,280,7,30,693,1693.0,17,2,600,跑步,3,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
959,17,2021,理,1,1,3,3,2,3.17,2.8,3.64,3.22,2.8,3.1,3.42,0,0,0,3,30,360,7,30,693,1053.0,10,2,480,跑步,2,3,3,2,3,3,3,4,3,4,4,5,2,3,3,4,4,3,4,4,4,3,3,4,2,4,3,3,4,3,3,4,4,4,4,3,4,3,3,3,4,3,4,4,3,4,5,3,3,4,3,3,3,3,3,2,4,5,4,4,4,3
962,18,大一,理,2,2,4,3,2,2.92,2.3,1.82,2.67,2.6,2.8,2.79,0,0,0,5,30,600,7,30,693,1293.0,12,2,480,跑步,5,3,4,1,2,3,3,3,2,2,1,1,1,2,3,2,3,3,5,3,2,3,2,4,3,4,3,4,3,4,4,3,2,2,3,2,3,2,3,4,4,4,3,3,1,2,3,3,4,5,3,3,3,2,2,1,2,1,2,2,3,5
963,19,2020,工,2,2,1,2,1,1.0,1.1,1.45,1.33,1.3,1.6,1.44,3,30,720,5,30,600,5,60,990,2310.0,13,2,480,打篮球,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,3,2,1,1,3,3,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2
964,18,大一,理,1,2,3,3,2,3.25,2.4,2.27,2.78,2.5,2.6,2.9,0,0,0,3,30,360,7,60,1386,1746.0,10,2,450,跑步,4,4,2,2,2,4,4,2,3,2,2,2,3,3,4,3,3,3,4,2,3,3,3,3,3,4,2,3,3,3,3,2,3,4,4,2,2,2,2,2,4,3,3,4,2,3,4,3,4,4,2,2,2,3,3,3,3,2,3,3,4,2
967,19,2020,管理,2,2,3,3,2,2.5,2.0,2.18,2.33,2.6,2.4,2.56,0,0,0,5,30,600,7,60,1386,1986.0,12,2,600,走路 爬楼,4,2,2,2,2,2,2,2,3,2,2,3,1,2,2,4,3,2,2,2,3,3,2,3,2,3,1,5,4,4,3,2,1,3,4,3,2,3,2,3,4,3,2,4,2,2,4,3,1,3,2,2,1,2,3,1,2,2,2,3,4,5
968,20,2021,理,2,1,3,3,2,1.75,1.6,2.91,1.78,2.2,1.6,2.27,0,0,0,0,0,0,7,120,2772,2772.0,7,2,720,步行,5,1,3,2,2,1,1,1,1,5,4,3,3,4,4,5,4,3,3,3,5,3,3,3,3,5,1,1,1,1,1,1,3,5,4,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,5,1,1,1
969,20,19,工,2,2,3,3,2,2.67,2.1,2.36,2.11,2.8,2.4,2.73,1,30,240,7,15,420,5,20,330,990.0,13,2,240,跑步，爬山,4,3,3,2,1,3,3,2,3,4,2,2,3,2,3,3,3,2,2,2,4,4,3,3,2,3,2,2,3,4,4,2,2,4,3,3,3,2,3,3,2,2,3,3,2,3,3,3,3,2,2,3,2,3,2,4,3,2,3,2,3,3
970,18,大一,文,2,2,2,3,2,2.75,2.8,2.27,2.56,2.9,2.4,2.89,0,0,0,0,0,0,7,40,924,924.0,7,2,480,网球,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,4,4,3,3,3,4,4,2,3,3,3,3,4,3,3,3,3,2,3,3,3
971,19,大一,工,1,1,3,3,2,1.83,1.8,2.18,2.22,2.0,2.3,2.31,7,30,1680,7,30,840,0,0,0,2520.0,14,3,480,跑步乒乓球,4,3,2,2,1,2,2,2,3,2,3,1,3,1,2,3,2,3,2,3,2,3,1,1,1,3,3,1,2,1,2,3,3,2,3,2,2,2,3,2,2,3,2,3,2,2,3,2,2,3,3,3,3,2,2,1,2,3,3,3,3,3
972,19,2020,工,1,1,2,3,1,1.67,1.4,1.27,1.78,1.4,1.1,1.61,2,30,480,0,0,0,7,30,693,1173.0,9,2,480,跑步，打篮球,5,1,1,1,1,2,2,1,1,2,1,3,1,1,2,1,1,1,3,1,2,1,1,1,1,4,2,1,2,1,3,1,1,3,3,1,1,1,1,1,1,3,1,3,1,1,4,3,1,4,1,1,1,1,1,1,1,1,1,2,2,1
973,21,2019212089,工,1,1,3,3,2,2.08,1.5,1.45,1.56,1.5,1.4,1.81,3,40,960,1,20,80,7,30,693,1733.0,11,2,480,网球 跑步,3,2,3,1,1,2,2,2,2,1,1,1,2,2,3,2,2,2,2,1,2,2,1,3,2,2,1,1,2,2,2,1,2,2,3,1,1,1,1,2,2,1,2,3,2,2,3,2,2,3,1,2,1,2,1,2,2,2,1,1,2,2
974,20,2019,理,1,2,3,3,2,1.5,1.5,1.27,1.56,2.1,2.3,1.87,0,0,0,0,0,0,3,30,297,297.0,3,1,240,跑步,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,3,3,3,3,3,3,3,1,5,3,3,1,1,1,3,3,3,3,1,1,1,3,5,5,1
975,19,大一,管理,1,1,3,3,2,1.83,1.8,1.27,1.89,2.2,1.6,1.98,5,60,2400,0,0,0,7,30,693,3093.0,12,3,480,跑步,4,3,3,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,3,2,2,2,2,3,2,2,2,2,3,1,1,3,2,2,1,1,2,1,2,1,2,2,2,3,2,2,3,2,3,3,2,2,3,5,2,1,1,1,2,1
976,18,2021,理,1,2,3,3,2,2.58,2.5,2.18,2.56,2.6,2.6,2.84,3,30,720,5,30,600,0,0,0,1320.0,8,2,480,跑步,4,2,4,2,2,2,1,2,3,4,2,2,4,2,4,2,4,3,2,2,3,3,2,3,3,3,4,3,3,3,2,2,2,4,4,2,2,2,2,3,4,2,3,5,2,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3
978,20,2019,工,1,2,3,3,2,1.25,1.2,1.27,1.11,1.0,1.1,1.34,1,90,720,5,30,600,0,0,0,1320.0,6,2,480,撸铁,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
979,22,19,工,1,2,3,3,1,2.08,2.0,2.0,2.0,2.1,1.8,2.21,7,30,1680,7,30,840,7,60,1386,3906.0,21,3,480,羽毛球，跑步,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,3,2,2,1,3,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2,2,3,1,2,3,2,3,2,3
981,20,2019,工,1,2,3,3,2,2.25,1.8,1.45,1.56,1.6,2.1,2.05,2,40,640,7,20,560,7,30,693,1893.0,16,2,300,竞走,4,3,2,2,1,2,3,1,4,3,1,2,1,3,2,1,2,3,3,2,2,3,4,3,1,1,1,1,4,2,2,2,3,2,2,2,1,1,1,1,5,1,2,1,1,3,2,2,1,2,2,1,1,2,1,1,1,1,2,2,4,5
982,21,19,工,1,1,3,3,2,2.75,2.7,2.73,2.67,2.7,2.7,3.0,0,0,0,2,30,240,7,60,1386,1626.0,9,2,480,篮球,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
983,18,2021级,理,2,2,3,3,2,2.58,2.5,2.55,2.78,2.7,2.7,2.95,2,40,640,5,20,400,5,30,495,1535.0,12,2,300,走路，爬楼，爬坡，跑步,5,3,2,2,2,2,3,3,4,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
984,18,2021,工,1,2,3,3,2,2.0,2.1,2.09,1.89,2.3,1.8,2.26,0,0,0,0,0,0,7,120,2772,2772.0,7,2,360,走路,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,4,2,2,2,2,3,4,2,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
985,19,2020,工,1,1,2,3,2,2.33,2.2,2.36,1.67,2.3,1.6,2.32,0,0,0,3,10,120,7,30,693,813.0,10,2,480,体育打卡,5,3,1,2,3,2,3,1,2,4,1,1,1,1,3,4,3,1,3,1,3,2,1,1,2,3,2,1,2,3,5,2,1,5,3,1,2,1,1,1,3,1,4,3,2,4,3,2,1,4,1,4,1,3,1,1,2,4,3,3,3,4
986,20,2019,工,1,1,3,3,2,1.92,1.6,2.09,1.78,2.0,1.7,2.08,0,0,0,0,0,0,5,30,495,495.0,5,1,480,跑步,4,2,2,1,1,2,3,1,2,3,2,3,2,1,2,2,2,2,2,2,4,2,1,2,2,3,2,2,3,4,3,1,2,4,3,1,2,2,1,2,2,2,1,2,2,2,3,2,2,2,1,2,2,1,2,1,1,3,2,2,2,3
987,20,大三,工,1,1,3,2,1,1.83,1.9,2.0,2.0,1.9,1.7,2.11,1,60,480,3,30,360,7,60,1386,2226.0,11,2,180,跑步，打羽毛球、乒乓球,2,2,3,1,2,3,2,1,3,2,1,2,3,3,3,3,3,2,3,1,3,2,1,2,3,2,2,2,2,1,3,1,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2
988,18,2021,工,1,1,4,3,1,2.17,2.2,2.09,2.22,2.1,2.3,2.45,6,30,1440,7,20,560,6,25,495,2495.0,19,2,360,慢跑,3,2,3,2,2,2,2,3,3,2,1,3,3,2,3,3,2,3,3,1,3,2,2,2,2,2,3,2,2,3,2,3,3,1,3,3,2,2,3,3,3,2,3,3,2,2,3,3,2,2,2,3,1,3,2,2,3,3,2,4,4,2
990,19,2020,理,1,2,3,3,2,2.58,2.5,2.55,2.56,2.7,2.7,2.89,0,0,0,0,0,0,7,120,2772,2772.0,7,2,480,网球,5,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
992,22,2019,工,1,2,3,2,1,2.0,2.5,2.36,2.22,2.4,2.3,2.55,0,0,0,5,39,780,7,15,347,1126.5,12,2,120,胸腹部肌肉训练,4,2,2,3,2,2,3,2,3,4,2,2,1,2,2,3,3,2,3,2,4,3,2,2,2,3,2,2,3,2,2,5,2,2,2,2,3,3,2,2,3,3,2,3,4,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3
993,23,2019,工,2,1,3,4,1,2.67,2.3,2.91,2.44,2.0,2.9,2.81,0,0,0,0,0,0,7,60,1386,1386.0,7,2,720,走路,3,2,3,1,1,3,2,2,2,4,2,3,2,3,3,3,3,2,4,2,3,4,3,3,3,4,2,2,4,3,3,2,4,3,3,2,3,2,2,3,5,2,2,4,3,3,4,4,3,4,2,2,2,1,2,1,2,4,4,4,4,4
994,20,19,工,1,2,3,3,2,1.58,1.8,1.55,1.33,1.6,1.4,1.79,2,60,960,1,60,240,0,0,0,1200.0,3,2,480,无,3,3,3,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2
996,20,3,理,2,2,3,2,1,1.33,1.3,1.91,2.0,2.2,1.9,2.0,4,30,960,3,30,360,5,30,495,1815.0,12,2,480,跳操,2,2,3,1,2,1,2,2,3,4,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,4,4,4
998,21,2019级,理,1,2,4,3,1,2.0,2.1,2.55,2.56,2.3,2.3,2.56,3,90,2160,6,30,720,4,30,396,3276.0,13,3,480,跑步，引体向上,4,2,3,2,2,3,1,2,2,3,2,3,3,3,4,3,3,2,3,2,3,3,2,1,2,4,2,3,2,1,2,2,2,3,2,3,3,3,2,3,3,3,2,3,1,2,3,3,2,4,3,1,2,2,3,2,2,5,4,2,3,4
999,19,大一,管理,2,2,3,3,2,2.42,2.1,2.27,2.22,2.7,2.2,2.58,0,0,0,5,30,600,7,30,693,1293.0,12,2,480,走路,4,3,3,2,2,2,3,2,2,2,2,3,3,2,3,3,2,3,3,2,4,2,2,2,2,3,2,2,2,3,3,2,3,4,3,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,3,3,4
1000,21,2019,工,1,2,3,3,1,1.83,2.0,2.0,1.78,1.8,1.8,2.08,0,0,0,7,20,560,7,20,462,1022.0,14,1,300,爬楼梯,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1001,18,2021,工,2,2,3,3,2,2.17,2.7,2.73,3.0,3.0,2.2,2.9,0,0,0,5,20,400,7,30,693,1093.0,12,2,480,有事,5,2,3,1,2,4,2,2,4,2,2,2,2,2,4,4,4,4,4,2,4,3,2,2,2,3,4,4,4,2,4,2,4,4,2,3,2,2,3,2,2,2,4,2,3,4,4,4,2,2,4,2,2,4,2,3,4,2,3,4,2,4
1002,21,2019,工,2,1,3,3,2,1.42,1.6,0.91,1.0,1.3,1.1,1.34,0,0,0,5,30,600,5,30,495,1095.0,10,2,420,跑步,1,1,1,1,1,5,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,2,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1
1003,19,2020,工,1,2,3,2,2,1.83,1.8,1.82,1.78,1.8,1.8,2.05,6,30,1440,0,0,0,0,0,0,1440.0,6,2,480,跑步,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1004,18,2021,工,1,2,3,2,1,2.08,1.9,2.0,2.0,2.4,1.8,2.24,3,25,600,3,30,360,7,60,1386,2346.0,13,2,240,跑步,3,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,3,2,2,2,4,2,2,3,2,2,2,3,2,3,3,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,3,3,2,2,2,2,2,3
1005,21,大三,工,1,2,3,4,2,3.42,3.5,3.09,3.56,3.6,3.6,3.87,0,0,0,0,0,0,7,30,693,693.0,7,2,720,无,5,2,5,3,4,3,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1006,20,19,工,1,2,3,3,2,2.25,1.9,2.09,1.89,2.4,1.7,2.32,2,40,640,3,60,720,7,120,2772,4132.0,12,3,500,打球,4,3,2,2,2,2,2,2,3,3,2,3,3,3,3,3,2,2,1,1,3,2,2,2,2,3,2,2,2,3,2,2,3,4,4,2,2,2,2,2,2,2,2,3,2,2,3,2,1,1,2,3,2,3,2,3,2,2,2,2,3,2
1007,20,2020,管理,2,1,3,3,1,2.17,1.7,1.91,2.0,1.7,2.0,2.15,1,180,1440,7,60,1680,7,60,1386,4506.0,15,3,300,跳舞,4,3,4,1,1,1,3,2,1,1,1,1,2,2,3,2,2,2,4,3,3,3,3,3,3,4,1,3,3,3,4,1,2,3,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,1,2,1,1,1,1,3,2,2,2,2
1010,19,大一,工,2,1,3,3,2,2.17,2.2,2.73,2.11,2.2,2.3,2.58,3,30,720,7,30,840,7,30,693,2253.0,17,2,480,跑步，羽毛球,4,2,2,2,2,3,3,2,3,4,3,3,3,2,2,3,4,3,2,2,2,2,2,2,2,2,3,3,2,2,4,3,3,3,2,2,3,2,2,3,3,2,2,3,2,3,3,3,3,3,2,2,2,3,2,2,3,2,3,3,3,3
1012,18,2021,理,1,2,3,3,2,1.92,2.0,2.09,2.11,2.4,1.8,2.29,5,30,1200,0,0,0,7,30,693,1893.0,12,2,480,跑步,5,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,4,2,2,2,2,3,3,2,3,3,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2
1013,19,1062002,工,1,1,3,3,2,1.83,1.7,1.82,1.78,1.8,1.8,2.05,3,20,480,0,0,0,3,60,594,1074.0,6,2,300,慢跑,5,2,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1015,19,2021,理,1,1,3,3,2,2.25,2.5,2.36,2.67,2.8,2.8,2.82,6,30,1440,6,30,720,7,120,2772,4932.0,19,3,480,跑步,4,2,3,3,2,3,3,2,3,3,3,2,2,3,4,3,2,3,3,1,3,3,3,3,2,4,3,3,3,3,2,3,3,2,1,3,3,3,3,2,4,3,3,1,3,2,3,3,4,2,2,2,3,3,3,4,3,2,3,4,4,5
1016,19,2020,文,2,2,2,2,2,2.0,1.7,1.55,1.0,1.9,1.2,1.77,0,0,0,7,30,840,7,30,693,1533.0,14,2,480,走路，爬楼梯,4,2,2,2,3,2,2,1,3,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,3,2,2,4,2,1,2,1,2,2,1,2,3,3,1,1,1,2,1,3,1,2,1,2,1,1,1,1,1,2,2,2
1017,18,大一,管理,1,1,3,2,2,2.58,2.1,2.45,2.33,2.9,2.0,2.66,3,60,1440,4,40,640,7,50,1155,3235.0,14,3,240,跑步，篮球，网球,4,3,2,2,1,2,3,3,4,2,1,1,1,2,2,2,4,2,1,3,5,2,2,4,2,4,2,4,4,3,4,3,2,3,2,1,3,2,1,2,2,3,4,3,4,2,3,3,1,3,3,3,1,3,3,4,3,3,3,4,4,3
1019,19,2020,工,2,1,3,3,2,3.08,2.4,2.64,2.33,2.7,2.5,2.92,0,0,0,0,0,0,5,30,495,495.0,5,1,480,散步,4,3,3,2,2,4,3,2,2,4,2,3,3,3,3,3,3,2,3,3,5,2,3,3,3,4,2,2,4,4,4,2,2,4,4,2,3,2,3,3,3,3,3,3,2,3,4,3,3,4,2,3,3,3,2,1,2,4,3,3,3,3
1020,19,2020,理,1,2,3,4,1,2.42,3.2,2.0,2.44,2.1,2.6,2.82,5,40,1600,6,20,480,6,30,594,2674.0,17,3,480,跑步,5,2,5,2,1,3,3,2,4,3,2,2,4,2,5,3,3,2,4,3,5,5,1,5,5,5,1,1,5,5,1,3,1,3,2,5,4,1,2,5,1,1,3,2,2,5,5,5,1,1,1,2,1,3,1,1,3,2,2,2,3,3
1021,21,2019,工,1,2,3,3,2,2.0,2.0,2.09,1.89,2.0,2.0,2.23,1,90,720,1,60,240,5,30,495,1455.0,7,2,480,跑步,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,3,2,3,2,2,3,3,3,2
1022,19,2021级,工,1,1,3,3,1,1.75,1.5,1.82,1.78,2.5,2.1,2.11,0,0,0,5,30,600,7,30,693,1293.0,12,2,480,跑步  打网球,3,1,3,1,1,1,1,2,3,1,1,3,1,1,1,1,3,1,3,1,3,1,1,3,1,3,3,1,1,3,3,1,1,3,3,3,1,1,1,3,3,3,1,3,1,3,3,3,3,3,1,3,1,3,1,5,3,3,3,3,3,3
1025,20,2019,工,1,2,3,3,1,1.58,1.6,1.55,2.0,1.8,2.1,2.0,0,0,0,3,20,240,7,120,2772,3012.0,10,3,300,举哑铃,4,2,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,1,1,4,2,3,1,2,2,2,4,2,1,1,1,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1028,19,2020,工,1,2,4,3,2,2.08,2.0,2.09,1.89,2.0,1.8,2.24,2,40,640,5,30,600,7,60,1386,2626.0,14,2,600,跑步,4,1,3,2,2,3,2,2,2,3,2,2,2,2,4,3,3,2,2,2,2,2,2,3,3,2,3,2,2,2,2,1,1,2,3,2,2,3,2,2,2,3,3,1,4,2,1,1,2,3,3,2,2,3,2,3,2,2,2,1,3,1
1029,20,2019,工,1,2,3,3,1,2.0,1.8,2.27,2.56,2.1,2.0,2.31,3,15,360,5,30,600,7,40,924,1884.0,15,2,480,举铁 跑步 仰卧起坐,4,1,1,1,1,2,1,2,2,2,2,2,1,1,3,3,2,3,3,2,3,3,2,3,2,4,1,3,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,3,3,2,4,3,2,2,2,3,1,2,3,3,3,2,4
1031,18,2021,经济,1,2,3,3,3,2.92,2.8,2.64,2.11,2.4,2.0,2.84,0,0,0,0,0,0,6,40,792,792.0,6,2,480,慢跑,5,4,3,2,2,1,3,3,4,4,2,2,2,2,4,4,3,2,3,2,5,4,3,4,3,5,4,4,5,5,4,2,2,5,4,3,3,1,1,3,2,1,1,4,4,2,4,4,2,4,2,1,2,3,1,1,1,4,1,1,1,3
1032,20,2019,文,1,2,2,3,2,2.67,2.5,2.55,2.44,3.0,2.5,2.87,0,0,0,1,40,160,7,40,924,1084.0,8,2,480,步行,4,3,2,3,3,3,2,3,2,4,3,2,1,2,3,3,3,3,3,1,5,3,2,4,2,3,2,3,3,3,3,2,4,5,4,3,3,3,3,4,2,2,2,3,2,3,3,4,4,4,2,2,2,4,2,3,3,2,3,3,3,3
1034,19,2020,工,1,2,3,3,2,2.25,2.0,1.91,2.0,2.1,2.5,2.34,3,30,720,5,30,600,7,30,693,2013.0,15,2,480,网球,4,2,3,2,3,3,3,1,1,2,1,2,2,1,2,2,1,2,3,2,1,3,3,4,1,4,3,3,4,3,3,2,4,2,1,2,1,2,3,4,3,2,1,2,2,1,2,2,3,4,1,4,4,1,2,1,2,3,2,2,2,4
1035,20,大三,工,1,2,3,4,3,2.83,2.9,3.0,2.89,3.1,3.1,3.29,0,0,0,0,0,0,7,30,693,693.0,7,2,480,跑步,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,4,3
1037,19,2020,工,1,2,3,2,2,2.67,2.4,2.73,2.89,2.9,2.7,3.02,2,40,640,1,30,120,7,30,693,1453.0,10,2,480,跑步,5,3,3,2,2,2,3,3,3,3,2,2,2,2,3,4,3,3,4,2,3,5,3,3,3,4,2,4,4,4,4,2,2,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3
1038,21,2020,工,1,2,4,4,2,2.33,1.7,1.82,2.11,2.1,2.1,2.32,3,20,480,5,60,1200,6,30,594,2274.0,14,2,540,跑步乒乓球,4,3,3,1,1,2,3,3,3,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,2,2,2,3,2,2,2,3,3,3,3,3,2,3,3,2,1,3,1,2,3,2,1,2,1,1,2,3,2,3,2,1,1,1,2,3
1040,18,大一,工,1,2,3,3,2,2.75,2.7,2.73,2.67,2.7,2.7,3.0,3,30,720,3,30,360,1,20,66,1146.0,7,2,480,跑步,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1042,18,2021级,工,2,2,3,3,1,1.25,1.2,1.27,1.22,1.0,0.9,1.29,3,20,480,7,120,3360,7,120,2772,6612.0,17,3,120,跑步,3,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1043,21,2019,工,1,1,3,3,1,1.75,1.7,1.82,1.78,1.8,1.8,1.98,0,0,0,3,30,360,7,50,1155,1515.0,10,2,300,健身 打球,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
