序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平
988,18,2021,电气工程及自动化,1,1,4,3,1,3,2,3,2,2,2,2,3,3,2,1,3,3,2,3,3,2,3,3,1,3,2,2,2,2,2,3,2,2,3,2,3,3,1,3,3,2,2,3,3,3,2,3,3,2,2,3,3,2,2,2,3,1,3,2,2,3,3,2,4,4,2,1,1,1,1,1,1,1,慢跑,6.0,30.0,7.0,20.0,6.0,25.0,360.0,2.42,2.5,2.27,2.56,2.4,2.6,2.45,180.0,140.0,150.0,1440.0,560.0,495.0,2495.0,3
989,19,2020,英语,2,2,4,2,2,3,2,4,2,2,1,2,2,3,1,2,2,3,2,2,2,4,4,2,3,5,4,2,4,2,2,4,4,3,2,3,2,4,5,2,2,3,1,4,2,4,4,1,2,1,3,1,3,2,2,1,2,2,2,2,1,4,1,2,3,3,3,2,-2,2,-2,1,1,1,散步,0.0,0.0,0.0,0.0,0.0,,6.0,2.08,2.7,2.27,2.22,3.2,2.8,2.53,0.0,0.0,,0.0,0.0,,,1
990,19,2020,计算机科学与技术,1,2,3,3,2,5,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,1,1,2,网球,0.0,0.0,0.0,0.0,7.0,120.0,,3.0,2.7,2.82,2.89,3.0,2.9,2.89,0.0,0.0,840.0,0.0,0.0,2772.0,2772.0,2
993,23,2019,集成电路设计与集成系统,2,1,3,4,1,3,2,3,1,1,3,2,2,2,4,2,3,2,3,3,3,3,2,4,2,3,4,3,3,3,4,2,2,4,3,3,2,4,3,3,2,3,2,2,3,5,2,2,4,3,3,4,4,3,4,2,2,2,1,2,1,2,4,4,4,4,4,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,7.0,60.0,720.0,2.92,2.6,3.27,2.67,2.2,3.1,2.81,0.0,0.0,420.0,0.0,0.0,1386.0,1386.0,2
995,19,大二,软件工程,1,2,3,3,2,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,。,0.0,0.0,0.0,0.0,0.0,,,2.17,2.1,2.0,2.0,2.0,2.0,2.05,0.0,0.0,,0.0,0.0,,,1
1000,21,2019,光电,1,2,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,爬楼梯,0.0,0.0,7.0,20.0,7.0,20.0,300.0,2.08,2.2,2.18,2.0,2.0,2.0,2.08,0.0,140.0,140.0,0.0,560.0,462.0,1022.0,2
1007,20,2020,工程管理,2,1,3,3,1,4,3,4,1,1,1,3,2,1,1,1,1,2,2,3,2,2,2,4,3,3,3,3,3,3,4,1,3,3,3,4,1,2,3,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,1,2,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,跳舞,1.0,180.0,7.0,60.0,7.0,60.0,300.0,2.5,2.1,2.0,2.11,1.9,2.2,2.15,180.0,420.0,420.0,1440.0,1680.0,1386.0,4506.0,3
1013,19,01062002,数字媒体技术,1,1,3,3,2,5,2,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-2,1,1,1,慢跑,3.0,20.0,0.0,0.0,3.0,60.0,300.0,2.25,2.0,2.0,2.0,2.0,2.0,2.05,60.0,0.0,180.0,480.0,0.0,594.0,1074.0,2
1015,19,2021,计算机,1,1,3,3,2,4,2,3,3,2,3,3,2,3,3,3,2,2,3,4,3,2,3,3,1,3,3,3,3,2,4,3,3,3,3,2,3,3,2,1,3,3,3,3,2,4,3,3,1,3,2,3,3,4,2,2,2,3,3,3,4,3,2,3,4,4,5,1,1,1,1,1,1,1,跑步,6.0,30.0,6.0,30.0,7.0,120.0,480.0,2.58,2.8,2.64,3.0,3.0,3.0,2.82,180.0,180.0,840.0,1440.0,720.0,2772.0,4932.0,3
1017,18,大一,工商管理类,1,1,3,2,2,4,3,2,2,1,2,3,3,4,2,1,1,1,2,2,2,4,2,1,3,5,2,2,4,2,4,2,4,4,3,4,3,2,3,2,1,3,2,1,2,2,3,4,3,4,2,3,3,1,3,3,3,1,3,3,4,3,3,3,4,4,3,1,1,1,1,1,1,1,跑步，篮球，网球,3.0,60.0,4.0,40.0,7.0,50.0,240.0,2.92,2.3,2.64,2.78,3.2,2.1,2.66,180.0,160.0,350.0,1440.0,640.0,1155.0,3235.0,3
1019,19,2020,信息管理与信息系统,2,1,3,3,2,4,3,3,2,2,4,3,2,2,4,2,3,3,3,3,3,3,2,3,3,5,2,3,3,3,4,2,2,4,4,4,2,2,4,4,2,3,2,3,3,3,3,3,3,2,3,4,3,3,4,2,3,3,3,2,1,2,4,3,3,3,3,2,-2,2,-2,1,1,2,散步,0.0,0.0,0.0,0.0,5.0,30.0,,3.42,2.7,3.0,2.56,2.9,2.8,2.92,0.0,0.0,150.0,0.0,0.0,495.0,495.0,2
1020,19,2020,计算机,1,2,3,4,1,5,2,5,2,1,3,3,2,4,3,2,2,4,2,5,3,3,2,4,3,5,5,1,5,5,5,1,1,5,5,1,3,1,3,2,5,4,1,2,5,1,1,3,2,2,5,5,5,1,1,1,2,1,3,1,1,3,2,2,2,3,3,1,1,1,1,1,1,2,跑步,5.0,40.0,6.0,20.0,6.0,30.0,,2.83,3.7,2.27,2.89,2.3,3.0,2.82,200.0,120.0,180.0,1600.0,480.0,594.0,2674.0,3
1021,21,2019,电气工程及其自动化,1,2,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,3,2,3,2,2,3,3,3,2,1,1,1,1,1,1,2,跑步,1.0,90.0,1.0,60.0,5.0,30.0,,2.33,2.2,2.27,2.11,2.2,2.2,2.23,90.0,60.0,150.0,720.0,240.0,495.0,1455.0,2
1027,20,2019,医学信息工程,1,2,4,3,1,5,1,1,1,1,1,1,1,1,3,1,3,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,撸铁,0.0,0.0,0.0,0.0,0.0,,,1.33,1.0,1.55,1.22,1.2,1.0,1.23,0.0,0.0,,0.0,0.0,,,1
1031,18,2021,电子商务大类,1,2,3,3,3,5,4,3,2,2,1,3,3,4,4,2,2,2,2,4,4,3,2,3,2,5,4,3,4,3,5,4,4,5,5,4,2,2,5,4,3,3,1,1,3,2,1,1,4,4,2,4,4,2,4,2,1,2,3,1,1,1,4,1,1,1,3,2,-2,2,-2,1,1,2,慢跑,0.0,0.0,0.0,0.0,6.0,40.0,,3.33,3.1,3.0,2.56,2.7,2.2,2.84,0.0,0.0,240.0,0.0,0.0,792.0,792.0,2
1033,18,2021,邮政工程,1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,1,1,2,-2,2,跑步,0.0,0.0,0.0,0.0,0.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,0.0,0.0,,,1
1040,18,大一,智能制造与机器人大类,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,跑步,3.0,30.0,3.0,30.0,1.0,20.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,90.0,90.0,20.0,720.0,360.0,66.0,1146.0,2
1042,18,2021级,先进制造工程学院,2,2,3,3,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,跑步,3.0,20.0,7.0,120.0,7.0,120.0,120.0,1.5,1.4,1.36,1.33,1.1,1.0,1.29,60.0,840.0,840.0,480.0,3360.0,2772.0,6612.0,3
1047,20,2020,信息工程,1,2,4,3,1,5,2,2,3,1,2,2,2,1,1,3,3,2,1,2,1,3,2,4,1,3,1,2,3,2,4,3,2,2,3,2,2,1,4,1,1,1,3,3,2,3,4,2,2,1,3,5,3,4,1,4,1,1,3,4,4,2,1,2,4,4,3,1,1,2,-2,1,1,2,俯卧撑,3.0,40.0,0.0,0.0,7.0,30.0,,2.17,2.3,1.73,3.22,2.9,2.3,2.4,120.0,0.0,210.0,960.0,0.0,693.0,1653.0,3
1049,20,2021,计算机与科学技术类,1,1,3,3,2,5,3,3,1,3,3,3,3,1,1,2,3,2,2,3,2,2,2,2,3,4,3,2,3,2,3,1,2,3,1,3,1,1,3,3,2,1,2,3,3,2,2,2,3,2,2,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,-2,1,1,2,网球，跑步,3.0,60.0,0.0,0.0,7.0,60.0,,2.75,2.2,1.91,2.11,2.6,2.3,2.32,180.0,0.0,420.0,1440.0,0.0,1386.0,2826.0,3
1053,21,2019,信息工程,1,2,2,2,2,4,1,2,2,2,3,1,1,1,1,1,1,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,3,1,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-2,2,-2,1,1,2,乒乓球,0.0,0.0,0.0,0.0,7.0,60.0,,2.08,2.0,1.91,2.0,2.0,2.1,2.02,0.0,0.0,420.0,0.0,0.0,1386.0,1386.0,2
1054,18,2021,自动化及电气工程,1,2,2,3,1,2,2,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,5.0,0.0,0.0,0.0,0.0,,,2.08,2.0,2.0,2.0,2.1,2.0,2.03,0.0,0.0,,0.0,0.0,,,1
1056,19,2020,微电子,1,2,3,3,1,3,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,羽毛球,3.0,120.0,5.0,30.0,7.0,,,2.92,2.7,2.91,2.67,2.9,2.9,2.84,360.0,150.0,,2880.0,600.0,,,2
1057,19,2021级,智能制造与机器人大类,1,2,3,3,2,3,2,2,2,2,1,3,2,3,4,2,2,2,2,2,3,2,4,3,2,5,2,3,3,2,5,3,3,2,2,3,2,3,5,2,2,2,3,3,3,3,3,2,2,3,2,2,2,1,2,3,4,2,4,2,5,4,1,2,1,1,5,2,-2,1,1,1,1,2,跑步,0.0,0.0,7.0,30.0,7.0,60.0,,2.25,2.1,2.45,3.22,3.9,1.9,2.61,0.0,210.0,420.0,0.0,840.0,1386.0,2226.0,2
1063,18,2021级,计算机类,1,1,3,2,2,4,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,羽毛球,3.0,120.0,3.0,20.0,7.0,180.0,180.0,3.0,2.8,3.0,3.0,2.9,3.0,2.95,360.0,60.0,1260.0,2880.0,240.0,4158.0,7278.0,3
1067,18,大二,软件工程,1,2,3,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,自重,5.0,90.0,4.0,90.0,4.0,90.0,,2.08,2.0,2.0,2.0,2.0,2.0,2.02,450.0,360.0,360.0,3600.0,1440.0,1188.0,6228.0,3
1068,18,2021,管理科学与工程,1,1,3,3,2,4,2,3,3,2,2,3,2,3,2,1,2,2,2,4,4,4,3,4,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,1,1,1,1,1,1,1,跑步,0.0,0.0,0.0,0.0,0.0,,,2.75,3.1,2.82,3.22,2.9,2.4,2.85,0.0,0.0,,0.0,0.0,,,1
1073,19,2020,通信工程,1,1,3,2,1,5,3,3,2,2,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,2,1,3,2,2,3,3,4,3,2,2,2,3,3,2,2,3,3,3,3,3,2,3,2,2,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,跑步,5.0,15.0,5.0,20.0,7.0,30.0,,2.92,2.7,2.64,3.0,3.0,2.8,2.84,75.0,100.0,210.0,600.0,400.0,693.0,1693.0,3
1074,20,大二,中外合作软件工程,1,2,3,3,2,4,2,3,3,4,2,2,2,3,2,3,3,3,4,2,1,2,3,3,2,4,3,2,3,4,2,3,4,4,3,4,3,2,3,2,4,3,2,2,4,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,跑步,2.0,30.0,5.0,60.0,7.0,60.0,600.0,2.83,3.3,2.64,2.78,3.0,3.0,2.92,60.0,300.0,420.0,480.0,1200.0,1386.0,3066.0,3
1076,19,2021,先进制造工程,1,1,3,4,2,4,3,3,2,4,4,2,1,1,1,1,1,1,1,4,5,2,1,2,1,2,2,1,3,2,2,1,4,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,4,4,1,1,1,1,1,2,1,2,1,4,1,1,1,1,1,1,1,1,1,1,2,跑步,3.0,10.0,7.0,10.0,7.0,40.0,,2.08,2.5,1.91,1.67,1.6,1.2,1.84,30.0,70.0,280.0,240.0,280.0,924.0,1444.0,2
1079,18,大一,数学与信息科学类,1,1,3,3,1,4,2,3,1,2,2,2,3,2,3,2,2,2,3,3,2,3,2,3,3,4,2,2,2,2,3,4,2,2,2,3,2,2,4,4,2,2,3,2,2,2,2,2,4,2,3,3,3,2,3,2,2,2,3,2,2,3,4,3,3,3,2,1,1,1,1,1,1,1,跑步，打乒乓球,4.0,30.0,7.0,60.0,7.0,120.0,720.0,2.67,2.5,2.55,2.56,2.6,2.3,2.53,120.0,420.0,840.0,960.0,1680.0,2772.0,5412.0,3
1081,20,大二,软件工程,1,2,2,3,2,5,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,4,1,1,3,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,街舞,0.0,0.0,2.0,60.0,7.0,120.0,300.0,2.17,2.0,1.82,1.78,2.2,1.8,1.97,0.0,120.0,840.0,0.0,480.0,2772.0,3252.0,3
1093,18,2021,数学与信息科学,1,1,3,3,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,跑步,5.0,50.0,5.0,50.0,7.0,180.0,,2.17,2.1,2.0,2.0,2.0,2.0,2.05,250.0,250.0,1260.0,2000.0,1000.0,4158.0,7158.0,3
1095,21,2018级,通信工程,1,1,3,4,2,4,4,2,3,3,3,4,4,4,3,1,1,2,2,4,4,3,3,4,2,3,4,3,4,4,4,2,4,2,3,4,3,2,4,4,3,1,3,4,3,4,3,4,4,3,4,5,3,3,3,2,3,1,2,3,2,4,4,2,4,4,2,2,-2,1,1,1,1,1,跑步,0.0,0.0,5.0,30.0,7.0,30.0,180.0,3.5,3.0,2.55,3.56,3.1,3.0,3.11,0.0,150.0,210.0,0.0,600.0,693.0,1293.0,2
1099,18,大一,计算机,1,2,3,3,2,3,1,3,2,2,2,1,3,2,2,1,2,1,1,1,4,2,3,3,1,3,2,1,3,3,3,4,2,2,2,3,3,2,4,2,2,3,3,1,2,2,3,2,1,2,2,4,3,3,1,4,1,2,2,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,打羽毛球,2.0,90.0,7.0,45.0,7.0,45.0,720.0,1.67,2.5,2.27,3.22,2.4,1.9,2.29,180.0,315.0,315.0,1440.0,1260.0,1039.5,3739.5,3
1113,20,2018,电子信息工程,1,1,3,4,2,2,1,2,3,2,3,3,3,3,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,2,-2,2,。,0.0,0.0,0.0,0.0,0.0,,,2.75,2.8,3.0,3.0,3.0,3.0,2.92,0.0,0.0,,0.0,0.0,,,1
1116,18,2021,自动化卓越工程师,1,2,3,2,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,打篮球 跑步,7.0,60.0,7.0,60.0,7.0,60.0,720.0,2.0,1.8,2.0,2.0,2.0,2.0,1.97,420.0,420.0,420.0,3360.0,1680.0,1386.0,6426.0,3
1117,19,大一,传媒艺术设计,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,跑步,4.0,30.0,5.0,30.0,7.0,4.0,,2.0,2.0,2.0,2.11,2.3,2.0,2.06,120.0,150.0,28.0,960.0,600.0,92.39999999999999,1652.4,3
1118,18,2021,计算机科学与技术,1,2,3,3,1,4,3,4,1,1,1,2,2,2,1,1,2,1,2,4,2,2,2,4,2,2,3,3,3,4,4,3,5,2,3,3,3,4,2,3,3,1,3,5,4,4,3,3,4,3,4,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,-2,1,1,1,1,1,散步,0.0,0.0,7.0,20.0,7.0,10.0,150.0,2.83,2.9,2.18,3.11,3.0,2.9,2.81,0.0,140.0,70.0,0.0,560.0,231.0,791.0,2
1119,20,2019,法学,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,跑步,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.1,1.0,1.02,0.0,0.0,,0.0,0.0,,,1
1120,18,大一,管理工程与科学,1,2,3,3,2,4,2,5,2,2,2,4,2,4,4,2,2,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,-2,1,1,1,跑步,4.0,15.0,0.0,0.0,5.0,60.0,600.0,3.33,3.7,3.64,3.78,3.8,4.0,3.69,60.0,0.0,300.0,480.0,0.0,990.0,1470.0,2
1126,20,大三,机械,1,1,3,2,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,4,2,2,3,3,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,2,3,3,4,2,-2,1,1,1,1,1,跑步,0.0,0.0,0.0,0.0,0.0,,,2.25,2.4,2.18,2.67,2.4,2.3,2.35,0.0,0.0,,0.0,0.0,,,1
1134,19,2020,电子信息工程,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,羽毛球,0.0,0.0,5.0,40.0,7.0,120.0,180.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,200.0,840.0,0.0,800.0,2772.0,3572.0,3
1135,18,大一,广播电视编导,2,2,3,3,2,3,1,1,2,3,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,3,3,1,3,1,1,2,1,1,1,3,3,3,5,3,1,2,1,1,2,4,1,1,3,1,1,3,2,3,1,3,1,1,3,3,1,3,1,2,1,3,5,1,1,1,1,1,1,1,爬楼,5.0,20.0,7.0,20.0,6.0,40.0,360.0,1.67,1.7,1.73,2.11,2.2,2.0,1.89,100.0,140.0,240.0,800.0,560.0,792.0,2152.0,3
1138,18,2021,国际学院软件工程（中外）专业,1,2,2,2,1,4,2,3,1,1,2,3,1,1,1,1,1,2,2,1,4,2,2,2,2,4,1,1,2,1,3,3,2,2,3,3,1,2,5,2,2,1,1,2,2,1,1,2,2,1,2,3,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,羽毛球,5.0,60.0,7.0,30.0,7.0,180.0,240.0,2.25,1.7,1.64,1.67,2.2,1.4,1.82,300.0,210.0,1260.0,2400.0,840.0,4158.0,7398.0,3
1152,18,大一,电子信息工程,1,2,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,4,3,2,3,2,3,3,3,2,3,3,3,3,3,3,2,1,2,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,1,1,1,1,1,1,1,羽毛球,2.0,120.0,5.0,120.0,7.0,60.0,360.0,2.58,2.5,2.27,2.56,2.8,2.5,2.53,240.0,600.0,420.0,1920.0,2400.0,1386.0,5706.0,3
1154,20,2020,网络空间安全与信息法学院,1,1,4,2,1,3,3,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,4,2,2,2,2,3,2,3,2,5,2,4,2,2,2,3,2,-2,1,1,1,1,1,乒乓球,0.0,0.0,7.0,90.0,7.0,90.0,420.0,2.08,1.9,2.18,2.44,2.4,1.8,2.13,0.0,630.0,630.0,0.0,2520.0,2079.0,4599.0,3
1155,18,2021,管理科学与工程,1,2,2,3,1,4,2,3,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,羽毛球,4.0,60.0,7.0,60.0,7.0,60.0,300.0,2.83,2.6,3.0,3.0,3.0,3.0,2.9,240.0,420.0,420.0,1920.0,1680.0,1386.0,4986.0,3
1159,18,2021,软件工程,1,2,2,2,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3,1,1,1,2,3,3,3,3,1,3,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,羽毛球,3.0,40.0,3.0,4.0,4.0,4.0,4.0,1.42,1.6,1.55,1.44,1.2,1.8,1.5,120.0,12.0,16.0,960.0,48.0,52.8,1060.8,2
1161,20,大二,信息安全,1,2,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,跑步,3.0,30.0,3.0,30.0,7.0,60.0,,3.17,3.1,3.09,3.0,3.2,3.0,3.1,90.0,90.0,420.0,720.0,360.0,1386.0,2466.0,3
1162,18,2021,软件工程,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,3,2,2,2,4,1,1,1,1,1,2,1,4,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,打羽毛球,5.0,30.0,2.0,5.0,7.0,,,1.25,1.2,1.64,1.44,1.4,1.7,1.44,150.0,10.0,,1200.0,40.0,,,2
1165,19,2021,自动化与电气工程类,1,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,3,1,3,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,跑步,2.0,30.0,2.0,60.0,4.0,60.0,60.0,1.33,1.2,1.0,1.67,1.6,1.6,1.39,60.0,120.0,240.0,480.0,480.0,792.0,1752.0,2
1167,18,2021,管理科学与工程类,1,2,3,2,1,3,3,3,2,3,1,3,3,2,3,3,3,3,3,1,3,3,1,1,1,3,1,3,3,3,3,3,1,3,3,3,3,1,3,3,3,1,3,1,3,1,3,3,1,3,1,3,1,3,3,1,3,3,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,2,跑步,4.0,30.0,3.0,20.0,7.0,60.0,,2.67,2.3,2.27,2.22,2.4,2.2,2.35,120.0,60.0,420.0,960.0,240.0,1386.0,2586.0,3
