,序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平,类别
365,988,18,2021,电气工程及自动化,0,0,1,2,3,3,2,3,2,2,2,2,3,3,2,1,3,3,2,3,3,2,3,3,1,3,2,2,2,2,2,3,2,2,3,2,3,3,1,3,3,2,2,3,3,3,2,3,3,2,2,3,3,2,2,2,3,1,3,2,2,3,3,2,4,4,2,1,1,1,1,1,1,1,慢跑,6.0,30.0,7.0,20.0,6.0,25.0,360.0,2.58,2.5,2.73,2.44,2.6,2.4,2.55,180.0,140.0,150.0,1440.0,560.0,495.0,2495.0,3,2
367,990,19,2020,计算机科学与技术,0,1,2,2,2,5,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,1,1,2,网球,0.0,0.0,0.0,0.0,7.0,120.0,,2.0,2.3,2.18,2.11,2.0,2.1,2.11,0.0,0.0,840.0,0.0,0.0,2772.0,2772.0,2,3
368,993,23,2019,集成电路设计与集成系统,1,0,2,1,3,3,2,3,1,1,3,2,2,2,4,2,3,2,3,3,3,3,2,4,2,3,4,3,3,3,4,2,2,4,3,3,2,4,3,3,2,3,2,2,3,5,2,2,4,3,3,4,4,3,4,2,2,2,1,2,1,2,4,4,4,4,4,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,7.0,60.0,720.0,2.08,2.4,1.73,2.33,2.8,1.9,2.19,0.0,0.0,420.0,0.0,0.0,1386.0,1386.0,2,3
370,1000,21,2019,光电,0,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,爬楼梯,0.0,0.0,7.0,20.0,7.0,20.0,300.0,2.92,2.8,2.82,3.0,3.0,3.0,2.92,0.0,140.0,140.0,0.0,560.0,462.0,1022.0,2,3
371,1007,20,2020,工程管理,1,0,2,2,3,4,3,4,1,1,1,3,2,1,1,1,1,2,2,3,2,2,2,4,3,3,3,3,3,3,4,1,3,3,3,4,1,2,3,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,1,2,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,跳舞,1.0,180.0,7.0,60.0,7.0,60.0,300.0,2.5,2.9,3.0,2.89,3.1,2.8,2.85,180.0,420.0,420.0,1440.0,1680.0,1386.0,4506.0,3,2
372,1013,19,01062002,数字媒体技术,0,0,2,2,2,5,2,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-2,1,1,1,慢跑,3.0,20.0,0.0,0.0,3.0,60.0,300.0,2.75,3.0,3.0,3.0,3.0,3.0,2.95,60.0,0.0,180.0,480.0,0.0,594.0,1074.0,2,2
373,1015,19,2021,计算机,0,0,2,2,2,4,2,3,3,2,3,3,2,3,3,3,2,2,3,4,3,2,3,3,1,3,3,3,3,2,4,3,3,3,3,2,3,3,2,1,3,3,3,3,2,4,3,3,1,3,2,3,3,4,2,2,2,3,3,3,4,3,2,3,4,4,5,1,1,1,1,1,1,1,跑步,6.0,30.0,6.0,30.0,7.0,120.0,480.0,2.42,2.2,2.36,2.0,2.0,2.0,2.18,180.0,180.0,840.0,1440.0,720.0,2772.0,4932.0,3,2
374,1017,18,大一,工商管理类,0,0,2,3,2,4,3,2,2,1,2,3,3,4,2,1,1,1,2,2,2,4,2,1,3,5,2,2,4,2,4,2,4,4,3,4,3,2,3,2,1,3,2,1,2,2,3,4,3,4,2,3,3,1,3,3,3,1,3,3,4,3,3,3,4,4,3,1,1,1,1,1,1,1,跑步，篮球，网球,3.0,60.0,4.0,40.0,7.0,50.0,240.0,2.08,2.7,2.36,2.22,1.7999999999999998,2.9,2.34,180.0,160.0,350.0,1440.0,640.0,1155.0,3235.0,3,2
375,1019,19,2020,信息管理与信息系统,1,0,2,2,2,4,3,3,2,2,4,3,2,2,4,2,3,3,3,3,3,3,2,3,3,5,2,3,3,3,4,2,2,4,4,4,2,2,4,4,2,3,2,3,3,3,3,3,3,2,3,4,3,3,4,2,3,3,3,2,1,2,4,3,3,3,3,2,-2,2,-2,1,1,2,散步,0.0,0.0,0.0,0.0,5.0,30.0,,1.58,2.3,2.0,2.44,2.1,2.2,2.08,0.0,0.0,150.0,0.0,0.0,495.0,495.0,2,3
376,1020,19,2020,计算机,0,1,2,1,3,5,2,5,2,1,3,3,2,4,3,2,2,4,2,5,3,3,2,4,3,5,5,1,5,5,5,1,1,5,5,1,3,1,3,2,5,4,1,2,5,1,1,3,2,2,5,5,5,1,1,1,2,1,3,1,1,3,2,2,2,3,3,1,1,1,1,1,1,2,跑步,5.0,40.0,6.0,20.0,6.0,30.0,,2.17,1.2999999999999998,2.73,2.11,2.7,2.0,2.18,200.0,120.0,180.0,1600.0,480.0,594.0,2674.0,3,2
377,1021,21,2019,电气工程及其自动化,0,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,3,2,3,2,2,3,3,3,2,1,1,1,1,1,1,2,跑步,1.0,90.0,1.0,60.0,5.0,30.0,,2.67,2.8,2.73,2.89,2.8,2.8,2.77,90.0,60.0,150.0,720.0,240.0,495.0,1455.0,2,2
379,1031,18,2021,电子商务大类,0,1,2,2,1,5,4,3,2,2,1,3,3,4,4,2,2,2,2,4,4,3,2,3,2,5,4,3,4,3,5,4,4,5,5,4,2,2,5,4,3,3,1,1,3,2,1,1,4,4,2,4,4,2,4,2,1,2,3,1,1,1,4,1,1,1,3,2,-2,2,-2,1,1,2,慢跑,0.0,0.0,0.0,0.0,6.0,40.0,,1.67,1.9,2.0,2.44,2.3,2.8,2.16,0.0,0.0,240.0,0.0,0.0,792.0,792.0,2,3
381,1040,18,大一,智能制造与机器人大类,0,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,跑步,3.0,30.0,3.0,30.0,1.0,20.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,90.0,90.0,20.0,720.0,360.0,66.0,1146.0,2,2
382,1042,18,2021级,先进制造工程学院,1,1,2,2,3,3,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,跑步,3.0,20.0,7.0,120.0,7.0,120.0,120.0,3.5,3.6,3.64,3.67,3.9,4.0,3.71,60.0,840.0,840.0,480.0,3360.0,2772.0,6612.0,3,3
383,1047,20,2020,信息工程,0,1,1,2,3,5,2,2,3,1,2,2,2,1,1,3,3,2,1,2,1,3,2,4,1,3,1,2,3,2,4,3,2,2,3,2,2,1,4,1,1,1,3,3,2,3,4,2,2,1,3,5,3,4,1,4,1,1,3,4,4,2,1,2,4,4,3,1,1,2,-2,1,1,2,俯卧撑,3.0,40.0,0.0,0.0,7.0,30.0,,2.83,2.7,3.27,1.7799999999999998,2.1,2.7,2.6,120.0,0.0,210.0,960.0,0.0,693.0,1653.0,3,2
384,1049,20,2021,计算机与科学技术类,0,0,2,2,2,5,3,3,1,3,3,3,3,1,1,2,3,2,2,3,2,2,2,2,3,4,3,2,3,2,3,1,2,3,1,3,1,1,3,3,2,1,2,3,3,2,2,2,3,2,2,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,-2,1,1,2,网球，跑步,3.0,60.0,0.0,0.0,7.0,60.0,,2.25,2.8,3.09,2.89,2.4,2.7,2.68,180.0,0.0,420.0,1440.0,0.0,1386.0,2826.0,3,2
385,1053,21,2019,信息工程,0,1,3,3,2,4,1,2,2,2,3,1,1,1,1,1,1,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,3,1,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-2,2,-2,1,1,2,乒乓球,0.0,0.0,0.0,0.0,7.0,60.0,,2.92,3.0,3.09,3.0,3.0,2.9,2.98,0.0,0.0,420.0,0.0,0.0,1386.0,1386.0,2,3
387,1056,19,2020,微电子,0,1,2,2,3,3,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,羽毛球,3.0,120.0,5.0,30.0,7.0,0.0,,2.08,2.3,2.09,2.33,2.1,2.1,2.16,360.0,150.0,0.0,2880.0,600.0,0.0,3480.0,3,2
388,1057,19,2021级,智能制造与机器人大类,0,1,2,2,2,3,2,2,2,2,1,3,2,3,4,2,2,2,2,2,3,2,4,3,2,5,2,3,3,2,5,3,3,2,2,3,2,3,5,2,2,2,3,3,3,3,3,2,2,3,2,2,2,1,2,3,4,2,4,2,5,4,1,2,1,1,5,2,-2,1,1,1,1,2,跑步,0.0,0.0,7.0,30.0,7.0,60.0,,2.75,2.9,2.55,1.7799999999999998,1.1,3.1,2.39,0.0,210.0,420.0,0.0,840.0,1386.0,2226.0,2,3
389,1063,18,2021级,计算机类,0,0,2,3,2,4,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,羽毛球,3.0,120.0,3.0,20.0,7.0,180.0,180.0,2.0,2.2,2.0,2.0,2.1,2.0,2.05,360.0,60.0,1260.0,2880.0,240.0,4158.0,7278.0,3,2
390,1067,18,大二,软件工程,0,1,2,3,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,自重,5.0,90.0,4.0,90.0,4.0,90.0,,2.92,3.0,3.0,3.0,3.0,3.0,2.98,450.0,360.0,360.0,3600.0,1440.0,1188.0,6228.0,3,2
392,1073,19,2020,通信工程,0,0,2,3,3,5,3,3,2,2,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,2,1,3,2,2,3,3,4,3,2,2,2,3,3,2,2,3,3,3,3,3,2,3,2,2,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,跑步,5.0,15.0,5.0,20.0,7.0,30.0,,2.08,2.3,2.36,2.0,2.0,2.2,2.16,75.0,100.0,210.0,600.0,400.0,693.0,1693.0,3,2
393,1074,20,大二,中外合作软件工程,0,1,2,2,2,4,2,3,3,4,2,2,2,3,2,3,3,3,4,2,1,2,3,3,2,4,3,2,3,4,2,3,4,4,3,4,3,2,3,2,4,3,2,2,4,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,跑步,2.0,30.0,5.0,60.0,7.0,60.0,600.0,2.17,1.7000000000000002,2.36,2.22,2.0,2.0,2.08,60.0,300.0,420.0,480.0,1200.0,1386.0,3066.0,3,3
394,1076,19,2021,先进制造工程,0,0,2,1,2,4,3,3,2,4,4,2,1,1,1,1,1,1,1,4,5,2,1,2,1,2,2,1,3,2,2,1,4,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,4,4,1,1,1,1,1,2,1,2,1,4,1,1,1,1,1,1,1,1,1,1,2,跑步,3.0,10.0,7.0,10.0,7.0,40.0,,2.92,2.5,3.09,3.33,3.4,3.8,3.16,30.0,70.0,280.0,240.0,280.0,924.0,1444.0,2,3
395,1079,18,大一,数学与信息科学类,0,0,2,2,3,4,2,3,1,2,2,2,3,2,3,2,2,2,3,3,2,3,2,3,3,4,2,2,2,2,3,4,2,2,2,3,2,2,4,4,2,2,3,2,2,2,2,2,4,2,3,3,3,2,3,2,2,2,3,2,2,3,4,3,3,3,2,1,1,1,1,1,1,1,跑步，打乒乓球,4.0,30.0,7.0,60.0,7.0,120.0,720.0,2.33,2.5,2.45,2.44,2.4,2.7,2.47,120.0,420.0,840.0,960.0,1680.0,2772.0,5412.0,3,3
396,1081,20,大二,软件工程,0,1,3,2,2,5,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,4,1,1,3,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,街舞,0.0,0.0,2.0,60.0,7.0,120.0,300.0,2.83,3.0,3.18,3.22,2.8,3.2,3.03,0.0,120.0,840.0,0.0,480.0,2772.0,3252.0,3,3
397,1093,18,2021,数学与信息科学,0,0,2,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,跑步,5.0,50.0,5.0,50.0,7.0,180.0,,2.83,2.9,3.0,3.0,3.0,3.0,2.95,250.0,250.0,1260.0,2000.0,1000.0,4158.0,7158.0,3,2
398,1095,21,2018级,通信工程,0,0,2,1,2,4,4,2,3,3,3,4,4,4,3,1,1,2,2,4,4,3,3,4,2,3,4,3,4,4,4,2,4,2,3,4,3,2,4,4,3,1,3,4,3,4,3,4,4,3,4,5,3,3,3,2,3,1,2,3,2,4,4,2,4,4,2,2,-2,1,1,1,1,1,跑步,0.0,0.0,5.0,30.0,7.0,30.0,180.0,1.5,2.0,2.45,1.44,1.9,2.0,1.89,0.0,150.0,210.0,0.0,600.0,693.0,1293.0,2,3
399,1099,18,大一,计算机,0,1,2,2,2,3,1,3,2,2,2,1,3,2,2,1,2,1,1,1,4,2,3,3,1,3,2,1,3,3,3,4,2,2,2,3,3,2,4,2,2,3,3,1,2,2,3,2,1,2,2,4,3,3,1,4,1,2,2,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,打羽毛球,2.0,90.0,7.0,45.0,7.0,45.0,720.0,3.33,2.5,2.73,1.7799999999999998,2.6,3.1,2.71,180.0,315.0,315.0,1440.0,1260.0,1039.5,3739.5,3,2
401,1116,18,2021,自动化卓越工程师,0,1,2,3,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,打篮球 跑步,7.0,60.0,7.0,60.0,7.0,60.0,720.0,3.0,3.2,3.0,3.0,3.0,3.0,3.03,420.0,420.0,420.0,3360.0,1680.0,1386.0,6426.0,3,2
402,1117,19,大一,传媒艺术设计,1,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,跑步,4.0,30.0,5.0,30.0,7.0,4.0,,3.0,3.0,3.0,2.89,2.7,3.0,2.94,120.0,150.0,28.0,960.0,600.0,92.4,1652.4,3,2
403,1118,18,2021,计算机科学与技术,0,1,2,2,3,4,3,4,1,1,1,2,2,2,1,1,2,1,2,4,2,2,2,4,2,2,3,3,3,4,4,3,5,2,3,3,3,4,2,3,3,1,3,5,4,4,3,3,4,3,4,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,-2,1,1,1,1,1,散步,0.0,0.0,7.0,20.0,7.0,10.0,150.0,2.17,2.1,2.82,1.89,2.0,2.1,2.19,0.0,140.0,70.0,0.0,560.0,231.0,791.0,2,3
405,1120,18,大一,管理工程与科学,0,1,2,2,2,4,2,5,2,2,2,4,2,4,4,2,2,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,-2,1,1,1,跑步,4.0,15.0,0.0,0.0,5.0,60.0,600.0,1.67,1.2999999999999998,1.36,1.2200000000000002,1.2000000000000002,1.0,1.31,60.0,0.0,300.0,480.0,0.0,990.0,1470.0,2,3
407,1134,19,2020,电子信息工程,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,羽毛球,0.0,0.0,5.0,40.0,7.0,120.0,180.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,200.0,840.0,0.0,800.0,2772.0,3572.0,3,3
408,1135,18,大一,广播电视编导,1,1,2,2,2,3,1,1,2,3,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,3,3,1,3,1,1,2,1,1,1,3,3,3,5,3,1,2,1,1,2,4,1,1,3,1,1,3,2,3,1,3,1,1,3,3,1,3,1,2,1,3,5,1,1,1,1,1,1,1,爬楼,5.0,20.0,7.0,20.0,6.0,40.0,360.0,3.33,3.3,3.27,2.89,2.8,3.0,3.1100000000000003,100.0,140.0,240.0,800.0,560.0,792.0,2152.0,3,2
409,1138,18,2021,国际学院软件工程（中外）专业,0,1,3,3,3,4,2,3,1,1,2,3,1,1,1,1,1,2,2,1,4,2,2,2,2,4,1,1,2,1,3,3,2,2,3,3,1,2,5,2,2,1,1,2,2,1,1,2,2,1,2,3,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,羽毛球,5.0,60.0,7.0,30.0,7.0,180.0,240.0,2.75,3.3,3.3600000000000003,3.33,2.8,3.6,3.18,300.0,210.0,1260.0,2400.0,840.0,4158.0,7398.0,3,2
410,1152,18,大一,电子信息工程,0,1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,4,3,2,3,2,3,3,3,2,3,3,3,3,3,3,2,1,2,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,1,1,1,1,1,1,1,羽毛球,2.0,120.0,5.0,120.0,7.0,60.0,360.0,2.42,2.5,2.73,2.44,2.2,2.5,2.47,240.0,600.0,420.0,1920.0,2400.0,1386.0,5706.0,3,2
411,1154,20,2020,网络空间安全与信息法学院,0,0,1,3,3,3,3,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,4,2,2,2,2,3,2,3,2,5,2,4,2,2,2,3,2,-2,1,1,1,1,1,乒乓球,0.0,0.0,7.0,90.0,7.0,90.0,420.0,2.92,3.1,2.82,2.56,2.6,3.2,2.87,0.0,630.0,630.0,0.0,2520.0,2079.0,4599.0,3,3
412,1155,18,2021,管理科学与工程,0,1,3,2,3,4,2,3,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,羽毛球,4.0,60.0,7.0,60.0,7.0,60.0,300.0,2.17,2.4,2.0,2.0,2.0,2.0,2.1,240.0,420.0,420.0,1920.0,1680.0,1386.0,4986.0,3,2
413,1159,18,2021,软件工程,0,1,3,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3,1,1,1,2,3,3,3,3,1,3,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,羽毛球,3.0,40.0,3.0,4.0,4.0,4.0,4.0,3.58,3.4,3.45,3.56,3.8,3.2,3.5,120.0,12.0,16.0,960.0,48.0,52.8,1060.8,2,2
414,1161,20,大二,信息安全,0,1,2,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,跑步,3.0,30.0,3.0,30.0,7.0,60.0,,1.83,1.9,1.91,2.0,1.7999999999999998,2.0,1.9,90.0,90.0,420.0,720.0,360.0,1386.0,2466.0,3,2
415,1162,18,2021,软件工程,0,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,3,2,2,2,4,1,1,1,1,1,2,1,4,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,打羽毛球,5.0,30.0,2.0,5.0,7.0,0.0,,3.75,3.8,3.3600000000000003,3.56,3.6,3.3,3.56,150.0,10.0,0.0,1200.0,40.0,0.0,1240.0,2,2
416,1165,19,2021,自动化与电气工程类,0,0,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,3,1,3,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,跑步,2.0,30.0,2.0,60.0,4.0,60.0,60.0,3.67,3.8,4.0,3.33,3.4,3.4,3.61,60.0,120.0,240.0,480.0,480.0,792.0,1752.0,2,2
417,1167,18,2021,管理科学与工程类,0,1,2,3,3,3,3,3,2,3,1,3,3,2,3,3,3,3,3,1,3,3,1,1,1,3,1,3,3,3,3,3,1,3,3,3,3,1,3,3,3,1,3,1,3,1,3,3,1,3,1,3,1,3,3,1,3,3,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,2,跑步,4.0,30.0,3.0,20.0,7.0,60.0,,2.33,2.7,2.73,2.78,2.6,2.8,2.65,120.0,60.0,420.0,960.0,240.0,1386.0,2586.0,3,2
418,1168,17,2021,广播电视编导,1,0,2,2,3,3,1,4,2,1,1,3,1,3,3,1,1,1,1,1,3,1,1,3,1,3,1,1,1,2,4,1,2,1,1,1,2,4,3,3,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,跑步,3.0,30.0,3.0,60.0,7.0,80.0,80.0,3.33,3.4,3.3600000000000003,3.22,3.2,4.0,3.42,90.0,180.0,560.0,720.0,720.0,1848.0,3288.0,3,3
419,1171,17,21,传媒,1,1,2,4,1,3,1,1,1,1,1,1,1,1,4,2,3,1,1,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,2,-2,1,1,1,1,2,跑步 打网球,0.0,0.0,3.0,60.0,7.0,90.0,,3.83,3.9,2.73,3.1100000000000003,3.0,3.4,3.34,0.0,180.0,630.0,0.0,720.0,2079.0,2799.0,2,3
420,1172,18,大一,机械,0,0,2,2,1,4,2,2,2,2,3,2,2,3,5,1,1,4,3,4,4,4,4,4,3,3,3,2,2,2,4,3,2,4,2,3,2,2,4,4,2,2,2,2,2,2,1,1,3,1,4,5,3,2,3,2,2,2,3,1,2,2,5,5,5,5,1,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,7.0,60.0,1000.0,2.42,2.2,2.0,2.0,2.8,2.0,2.24,0.0,0.0,420.0,0.0,0.0,1386.0,1386.0,2,3
421,1176,19,2020,法学,1,1,2,3,2,3,3,3,3,3,4,2,2,3,2,1,1,3,2,2,3,1,3,3,2,1,3,3,3,4,2,3,3,3,4,2,2,2,2,1,2,2,2,1,2,3,3,3,2,1,1,1,2,3,2,2,2,1,1,1,2,2,3,1,2,2,5,2,-2,1,1,1,1,1,无,0.0,0.0,1.0,10.0,5.0,60.0,600.0,2.33,2.4,3.27,2.89,2.8,2.7,2.73,0.0,10.0,300.0,0.0,40.0,990.0,1030.0,2,3
422,1177,18,大一,管理科学与工程,1,1,2,2,2,4,1,3,1,1,3,3,2,3,1,1,2,3,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,3,1,1,1,1,1,1,1,1,羽毛球,4.0,30.0,7.0,30.0,7.0,60.0,300.0,3.25,3.7,3.64,3.33,3.6,3.5,3.5,120.0,210.0,420.0,960.0,840.0,1386.0,3186.0,3,2
423,1183,18,20,计算机,0,0,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,跑步,3.0,10.0,3.0,10.0,3.0,40.0,40.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,30.0,30.0,120.0,240.0,120.0,396.0,756.0,2,2
424,1185,18,大一,德语,0,1,2,2,3,4,2,1,3,2,2,2,4,2,4,2,2,2,3,2,4,4,4,2,4,4,4,2,3,4,2,4,4,2,4,2,4,4,5,4,2,5,5,2,2,3,4,2,3,3,2,1,3,4,4,2,2,4,4,2,5,3,5,5,3,4,4,1,1,1,1,2,-2,2,篮球,3.0,180.0,3.0,180.0,0.0,0.0,,2.08,2.3,1.36,2.44,1.2000000000000002,1.7999999999999998,1.85,540.0,540.0,0.0,4320.0,2160.0,0.0,6480.0,3,2
425,1186,18,2021,设计,1,1,2,1,2,5,2,3,3,3,5,2,2,3,5,5,5,3,5,5,5,5,3,5,2,3,5,3,3,3,5,1,3,5,3,3,3,2,3,3,5,5,5,3,3,3,4,2,3,4,5,5,3,1,5,2,1,1,3,2,4,3,5,5,5,5,4,2,-2,1,1,1,1,2,爬楼，慢跑,0.0,0.0,7.0,40.0,7.0,50.0,,1.58,1.6,0.5499999999999998,1.33,2.0,1.7000000000000002,1.4500000000000002,0.0,280.0,350.0,0.0,1120.0,1155.0,2275.0,2,3
